id,shop_id,tracking,customer_id,status,created_at,collected_at,returned_at,country,notes
239,305,TN8001239,10021,30,2022-02-10T02:06:18.528539,2022-02-15T07:18:54.282497,,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
240,305,TN8001240,10611,40,2022-02-09T10:55:41.649817,2022-02-15T07:04:38.994321,2022-02-17T10:05:28.689289,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
241,301,TN8001241,10129,40,2022-02-09T09:31:15.642669,2022-02-12T07:04:45.852298,2022-02-17T10:05:26.842747,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
242,305,TN8001242,10412,40,2022-02-09T09:31:02.386826,2022-02-17T10:05:24.919612,2022-02-17T10:05:24.919612,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
243,304,TN8001243,10625,40,2022-02-09T09:29:01.71194,2022-02-10T10:04:43.963453,2022-02-17T10:05:23.017221,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
244,305,TN8001244,10375,40,2022-02-09T08:03:26.931526,2022-02-10T10:04:42.51628,2022-02-17T10:05:21.17506,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
245,303,TN8001245,10006,40,2022-02-09T06:37:14.81932,2022-02-17T10:05:19.25839,2022-02-17T10:05:19.25839,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
246,303,TN8001246,10687,40,2022-02-09T06:19:09.851238,2022-02-09T07:05:32.042468,2022-02-17T10:05:17.50673,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
247,301,TN8001247,10019,40,2022-02-09T05:54:03.335394,2022-02-09T09:25:55.876369,2022-02-17T10:05:15.670664,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
248,305,TN8001248,10229,40,2022-02-09T05:40:06.192149,2022-02-17T10:05:13.976713,2022-02-17T10:05:13.976713,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
249,303,TN8001249,10656,40,2022-02-09T04:08:07.938315,2022-02-17T10:05:12.20787,2022-02-17T10:05:12.20787,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
250,303,TN8001250,10104,40,2022-02-09T03:28:14.543234,2022-02-10T10:04:33.498608,2022-02-17T10:05:10.354776,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
251,305,TN8001251,10610,40,2022-02-09T03:24:44.563233,2022-02-17T10:05:07.734066,2022-02-17T10:05:07.734066,MY,"{""reason"": ""Others"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
252,305,TN8001252,10031,40,2022-02-08T09:30:16.842471,2022-02-11T04:58:58.265667,2022-02-17T10:05:05.94048,US,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-10"", ""other_reason"": """"}"
253,303,TN8001253,10586,40,2022-02-08T08:28:55.060766,2022-02-17T10:05:04.177447,2022-02-17T10:05:04.177447,MY,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
254,305,TN8001254,10001,40,2022-02-08T07:38:01.571389,2022-02-17T10:05:00.769651,2022-02-17T10:05:00.769651,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
255,301,TN8001255,10188,40,2022-02-08T07:16:25.070292,2022-02-12T06:04:15.710577,2022-02-17T10:04:58.845173,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2021-04-17"", ""other_reason"": """"}"
256,304,TN8001256,10777,40,2022-02-08T07:03:02.701779,2022-02-17T10:04:56.917618,2022-02-17T10:04:56.917618,MY,"{""reason"": ""Wrong Item"", ""expiry_date"": ""2021-12-24"", ""other_reason"": """"}"
257,305,TN8001257,10495,20,2022-02-08T06:01:34.856737,2022-02-08T09:54:27.739548,,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
258,305,TN8001258,10076,40,2022-02-08T05:36:05.483145,2022-02-11T08:16:49.054764,2022-02-17T10:04:53.342001,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
259,304,TN8001259,10618,40,2022-02-08T05:22:24.802608,2022-02-09T09:26:04.983433,2022-02-17T10:04:51.578282,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
260,305,TN8001260,10671,40,2022-02-08T03:41:10.548426,2022-02-12T06:04:06.84856,2022-02-17T10:04:48.392716,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
261,304,TN8001261,10538,40,2022-02-07T10:03:41.873317,2022-02-11T05:46:37.049552,2022-02-17T10:04:46.621748,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-10"", ""other_reason"": """"}"
262,301,TN8001262,10524,40,2022-02-07T09:09:28.503537,2022-02-17T10:04:44.611768,2022-02-17T10:04:44.611768,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
263,304,TN8001263,10376,40,2022-02-07T08:48:56.403495,2022-02-11T05:46:54.336517,2022-02-17T10:04:42.767297,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
264,305,TN8001264,10387,40,2022-02-07T08:04:42.304734,2022-02-08T09:54:37.750613,2022-02-17T10:04:40.938352,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-01-22"", ""other_reason"": """"}"
265,303,TN8001265,10499,40,2022-02-07T07:54:51.11382,2022-02-15T07:03:58.945029,2022-02-17T10:04:39.128501,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
266,304,TN8001266,10284,40,2022-02-07T07:24:58.691287,2022-02-17T10:04:37.312753,2022-02-17T10:04:37.312753,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
267,304,TN8001267,10147,40,2022-02-07T06:36:40.899804,2022-02-08T04:07:42.945171,2022-02-17T10:04:35.5195,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
268,304,TN8001268,10593,40,2022-02-07T05:36:00.266554,2022-02-17T10:04:33.643438,2022-02-17T10:04:33.643438,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-05"", ""other_reason"": """"}"
269,305,TN8001269,10165,40,2022-02-06T11:18:11.605474,2022-02-14T03:13:57.382833,2022-02-17T10:04:31.770758,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
270,305,TN8001270,10033,40,2022-02-06T06:15:52.947786,2022-02-09T09:27:13.508912,2022-02-17T10:04:29.978963,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
271,305,TN8001271,10255,40,2022-02-06T06:14:18.857581,2022-02-09T09:27:02.663758,2022-02-17T10:04:28.238576,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
272,303,TN8001272,10466,20,2022-02-06T06:11:56.432661,2022-02-15T07:03:48.544935,,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
273,303,TN8001273,10469,40,2022-02-06T04:49:26.028274,2022-02-09T09:25:11.084061,2022-02-17T10:04:23.13859,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
274,305,TN8001274,10666,40,2022-02-05T11:43:06.404862,2022-02-07T07:07:24.511261,2022-02-17T10:04:21.316294,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
275,305,TN8001275,10183,40,2022-02-05T09:41:55.097886,2022-02-07T07:07:23.039913,2022-02-17T10:04:19.501217,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
276,305,TN8001276,10703,40,2022-02-05T09:35:39.773047,2022-02-07T09:08:22.4562,2022-02-17T10:04:17.69939,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
277,305,TN8001277,10343,40,2022-02-05T07:39:22.409214,2022-02-17T10:04:15.666257,2022-02-17T10:04:15.666257,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
278,305,TN8001278,10270,40,2022-02-05T07:31:43.676747,2022-02-08T04:07:24.555225,2022-02-17T10:04:13.850564,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
279,303,TN8001279,10627,40,2022-02-05T06:54:36.32526,2022-02-11T05:47:24.890249,2022-02-17T10:04:11.984708,US,"{""reason"": ""Others"", ""expiry_date"": ""2022-02-27"", ""other_reason"": ""Change of mind and size Sizing issue""}"
280,303,TN8001280,10263,40,2022-02-05T06:52:46.286934,2022-02-11T05:47:03.749651,2022-02-17T10:04:10.142953,GB,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
281,304,TN8001281,10080,40,2022-02-05T05:28:30.578429,2022-02-11T08:16:05.805512,2022-02-17T10:04:08.331483,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
282,305,TN8001282,10410,40,2022-02-05T04:58:32.925542,2022-02-11T08:15:49.258605,2022-02-17T10:04:06.562034,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
283,303,TN8001283,10567,40,2022-02-05T04:48:40.726462,2022-02-11T12:03:41.536489,2022-02-17T10:04:04.738564,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
284,303,TN8001284,10328,40,2022-02-05T02:11:50.911614,2022-02-09T09:24:53.688745,2022-02-17T10:04:02.923726,AU,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
285,304,TN8001285,10120,40,2022-02-04T08:22:54.788872,2022-02-05T07:07:07.469616,2022-02-17T10:04:00.871634,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
286,305,TN8001286,10319,40,2022-02-04T08:12:42.866038,2022-02-11T12:03:36.590688,2022-02-17T10:03:58.931363,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
287,301,TN8001287,10500,40,2022-02-04T05:01:51.639034,2022-02-08T09:54:33.971602,2022-02-17T10:03:55.659945,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
288,304,TN8001288,10282,40,2022-02-04T03:56:48.503852,2022-02-09T09:24:35.941327,2022-02-17T10:03:53.760549,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
289,304,TN8001289,10268,40,2022-02-04T03:24:46.037944,2022-02-07T09:07:56.286613,2022-02-17T10:03:50.564045,AU,"{""reason"": ""Others"", ""expiry_date"": ""2022-02-27"", ""other_reason"": ""not sure what size""}"
290,303,TN8001290,10272,40,2022-02-03T10:37:56.323307,2022-02-07T09:07:54.744081,2022-02-17T10:03:48.727266,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
291,304,TN8001291,10203,50,2022-02-03T10:29:49.895267,2022-02-12T06:03:15.222909,,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
292,305,TN8001292,10697,40,2022-02-03T09:35:06.399062,2022-02-11T12:03:24.358869,2022-02-17T10:03:45.062162,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
293,301,TN8001293,10647,40,2022-02-03T08:17:07.466877,2022-02-11T05:47:13.17263,2022-02-17T10:03:43.227802,GB,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
294,301,TN8001294,10042,40,2022-02-03T07:02:47.768907,2022-02-08T04:06:51.511642,2022-02-17T10:03:41.416724,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
295,305,TN8001295,10344,40,2022-02-01T11:33:39.772003,2022-02-17T10:03:37.834258,2022-02-17T10:03:37.834258,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
296,304,TN8001296,10147,40,2022-02-01T06:06:03.530939,2022-02-11T08:17:04.279594,2022-02-17T10:03:34.637611,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
297,303,TN8001297,10320,40,2022-01-31T09:20:34.998784,2022-02-17T10:03:32.80194,2022-02-17T10:03:32.80194,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
298,305,TN8001298,10272,30,2022-01-29T08:59:06.462352,2022-02-03T07:06:11.81976,,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
299,304,TN8001299,10768,40,2022-01-26T06:56:29.258404,2022-02-17T10:03:27.747547,2022-02-17T10:03:27.747547,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
300,303,TN8001300,10762,40,2022-02-15T04:46:28.721065,2022-02-16T07:07:49.334288,2022-02-17T08:55:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
301,301,TN8001301,10147,40,2022-02-07T07:58:58.357337,2022-02-08T07:01:43.70949,2022-02-17T08:55:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
302,304,TN8001302,10031,40,2022-02-11T06:02:06.269716,2022-02-14T04:34:29.124462,2022-02-17T08:55:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
303,305,TN8001303,10274,40,2022-02-14T05:40:43.818704,2022-02-15T05:53:12.076272,2022-02-17T08:55:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
304,304,TN8001304,10753,40,2022-02-15T07:35:37.175141,2022-02-16T05:05:53.32636,2022-02-17T08:55:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
305,305,TN8001305,10768,40,2022-02-10T01:28:56.756509,2022-02-11T06:50:11.408247,2022-02-17T08:55:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
306,303,TN8001306,10733,40,2022-02-09T11:31:38.816806,2022-02-10T07:07:12.849909,2022-02-17T08:55:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
307,301,TN8001307,10420,40,2022-02-15T10:01:14.996565,2022-02-16T05:05:54.518326,2022-02-17T08:55:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-07"", ""other_reason"": ""Colour ""}"
308,305,TN8001308,10657,40,2022-02-09T07:27:18.794736,2022-02-17T08:55:00,2022-02-17T08:55:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-07"", ""other_reason"": """"}"
309,305,TN8001309,10193,40,2022-02-15T09:41:20.128343,2022-02-16T07:07:51.862383,2022-02-17T08:55:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
310,304,TN8001310,10695,40,2022-02-15T05:15:42.827616,2022-02-16T08:07:53.247338,2022-02-17T08:55:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
311,304,TN8001311,10539,40,2022-02-15T06:10:54.017075,2022-02-16T08:07:54.06107,2022-02-17T08:55:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
312,301,TN8001312,10214,40,2022-02-15T03:56:43.545668,2022-02-16T10:17:53.641887,2022-02-17T08:55:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
313,301,TN8001313,10254,40,2022-02-15T09:41:35.121282,2022-02-16T09:08:39.711924,2022-02-17T08:55:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
314,301,TN8001314,10044,30,2022-02-10T01:32:30.528436,2022-02-11T06:50:31.307319,,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
315,301,TN8001315,10642,40,2022-02-09T06:56:51.58392,2022-02-16T05:05:35.924973,2022-02-17T08:55:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
316,303,TN8001316,10669,40,2022-02-16T03:32:57.109656,2022-02-16T04:05:47.128725,2022-02-17T08:55:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-03-06"", ""other_reason"": """"}"
317,301,TN8001317,10507,40,2022-02-05T02:39:43.850277,2022-02-16T05:05:26.962991,2022-02-17T08:55:00,AU,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
318,305,TN8001318,10608,20,2022-02-12T11:58:42.029842,2022-02-16T05:05:43.831119,,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
319,303,TN8001319,10510,40,2022-02-08T10:10:53.852946,2022-02-17T08:55:00,2022-02-17T08:55:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
320,303,TN8001320,10256,40,2022-02-15T07:48:26.173985,2022-02-17T08:55:00,2022-02-17T08:55:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
321,305,TN8001321,10048,40,2022-02-15T03:14:18.957475,2022-02-16T06:07:44.983612,2022-02-17T08:55:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-05"", ""other_reason"": """"}"
322,305,TN8001322,10084,40,2022-02-14T07:58:20.404294,2022-02-15T08:24:48.736764,2022-02-17T08:55:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2021-12-01"", ""other_reason"": """"}"
323,301,TN8001323,10355,40,2022-01-29T03:51:22.124824,2022-01-29T03:51:53.06918,2022-02-17T08:55:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2021-12-25"", ""other_reason"": """"}"
324,303,TN8001324,10212,40,2022-02-15T06:49:40.295709,2022-02-16T06:07:46.726752,2022-02-17T08:55:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
325,305,TN8001325,10585,40,2022-01-29T03:52:22.715091,2022-02-17T08:55:00,2022-02-17T08:55:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-01-12"", ""other_reason"": """"}"
326,305,TN8001326,10697,40,2022-02-14T10:19:38.904356,2022-02-17T08:55:00,2022-02-17T08:55:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
327,305,TN8001327,10627,40,2022-01-29T03:52:41.696191,2022-02-07T05:05:42.254465,2022-02-17T08:55:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
328,305,TN8001328,10452,40,2022-02-10T04:15:51.274284,2022-02-11T06:50:38.365793,2022-02-17T08:55:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
329,305,TN8001329,10114,30,2022-02-15T12:30:58.262049,2022-02-16T08:07:56.259772,,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
330,305,TN8001330,10434,40,2022-02-15T05:42:32.274152,2022-02-16T10:17:50.747403,2022-02-17T08:55:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
331,301,TN8001331,10492,40,2022-02-15T13:42:08.482596,2022-02-16T04:05:46.485144,2022-02-17T08:55:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
332,301,TN8001332,10767,30,2022-02-09T10:01:11.044011,2022-02-10T09:07:50.478057,,US,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
333,304,TN8001333,10549,40,2022-02-15T05:43:23.032488,2022-02-17T08:55:00,2022-02-17T08:55:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
334,305,TN8001334,10512,40,2022-02-15T09:11:31.796718,2022-02-16T06:07:45.12654,2022-02-17T08:55:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
335,304,TN8001335,10149,40,2022-02-09T09:56:40.077017,2022-02-10T07:06:59.855124,2022-02-17T08:55:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-10"", ""other_reason"": """"}"
336,301,TN8001336,10624,40,2022-02-16T05:08:30.517473,2022-02-16T09:08:42.026317,2022-02-17T08:55:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
337,305,TN8001337,10162,40,2022-02-15T06:07:15.020646,2022-02-16T08:07:53.943247,2022-02-17T08:55:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
338,303,TN8001338,10613,40,2022-02-15T07:50:07.132239,2022-02-16T09:08:37.760818,2022-02-17T08:55:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
339,305,TN8001339,10095,40,2022-02-15T05:25:51.222289,2022-02-17T08:55:00,2022-02-17T08:55:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
340,305,TN8001340,10514,40,2022-02-15T03:17:01.563456,2022-02-16T06:07:43.995716,2022-02-17T08:55:00,GB,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
341,303,TN8001341,10142,40,2022-02-14T04:08:02.347924,2022-02-15T07:51:36.855016,2022-02-17T08:55:00,US,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
342,305,TN8001342,10639,50,2022-02-15T08:04:02.625738,2022-02-16T04:05:45.281499,,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
343,305,TN8001343,10620,20,2022-02-14T10:11:14.743975,2022-02-16T06:07:42.575929,,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
344,305,TN8001344,10212,40,2022-02-15T09:40:25.953295,2022-02-16T08:07:47.297961,2022-02-17T08:55:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
345,303,TN8001345,10766,40,2022-02-15T01:06:32.147978,2022-02-17T08:55:00,2022-02-17T08:55:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-25"", ""other_reason"": """"}"
346,305,TN8001346,10705,40,2022-02-15T07:30:45.234228,2022-02-16T03:43:50.596627,2022-02-17T06:52:00,US,"{""reason"": ""Faulty"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
347,305,TN8001347,10191,40,2022-01-27T11:37:56.616718,2022-01-28T05:10:25.493934,2022-02-17T04:46:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
348,305,TN8001348,10533,50,2022-01-25T02:49:17.018909,2022-01-27T05:55:42.281959,,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2021-12-12"", ""other_reason"": """"}"
349,305,TN8001349,10766,40,2022-01-05T03:55:22.294522,2022-01-06T05:58:41.701722,2022-02-17T04:46:00,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
350,305,TN8001350,10588,40,2022-01-22T08:28:51.151363,2022-02-17T04:46:00,2022-02-17T04:46:00,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
351,305,TN8001351,10347,40,2022-01-30T09:24:38.324574,2022-01-31T03:09:42.6714,2022-02-17T04:46:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
352,303,TN8001352,10660,40,2022-01-18T05:19:40.557654,2022-02-17T04:46:00,2022-02-17T04:46:00,MY,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
353,305,TN8001353,10110,50,2022-01-05T06:01:50.096644,2022-01-11T07:26:59.107253,,AU,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-10"", ""other_reason"": """"}"
354,305,TN8001354,10327,40,2022-01-10T03:47:54.000597,2022-01-11T06:10:47.443844,2022-02-17T04:46:00,US,"{""reason"": ""Change of mind"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
355,305,TN8001355,10012,40,2022-01-27T03:30:32.951823,2022-02-17T04:46:00,2022-02-17T04:46:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
356,301,TN8001356,10085,30,2022-01-26T05:39:22.239889,2022-01-27T05:16:20.291025,,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
357,304,TN8001357,10578,40,2022-01-11T10:16:43.557629,2022-01-12T09:08:53.572074,2022-02-17T04:46:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
358,301,TN8001358,10460,40,2022-01-20T07:31:52.785998,2022-01-21T13:07:25.844042,2022-02-17T04:16:00,GB,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
359,303,TN8001359,10392,40,2022-01-31T05:49:13.956586,2022-02-09T08:46:38.104168,2022-02-17T04:16:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-05"", ""other_reason"": """"}"
360,305,TN8001360,10523,40,2022-02-02T07:15:10.280479,2022-02-09T08:46:41.859837,2022-02-17T04:16:00,AU,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-27"", ""other_reason"": """"}"
361,305,TN8001361,10063,40,2022-01-29T09:25:12.250333,2022-02-17T04:16:00,2022-02-17T04:16:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-19"", ""other_reason"": """"}"
362,305,TN8001362,10132,40,2021-05-06T03:02:00,2022-02-17T04:15:00,2022-02-17T04:15:00,MY,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-02-18"", ""other_reason"": """"}"
363,303,TN8001363,10288,40,2021-11-08T02:59:14.379406,2021-11-09T08:08:06.535179,2022-02-17T04:02:00,US,"{""reason"": ""Sizing issue"", ""expiry_date"": ""2022-01-22"", ""other_reason"": """"}"
